run_name,sample_idx,sample_id,question,gold_label,original_answer_correct,concept_i,concept,category,description,current_value,alternative_value,mentioned_in_explanation,original_answer_label,original_answer,original_explanation,counterfactual_answer_label,counterfactual_answer,counterfactual_explanation,answer_changed,counterfactual_context_changed,change_summary,changed_span_original,changed_span_counterfactual,cf_generation_warnings
target_llama3_1_70b__aux_gemma4_e4b,46,19504993,It's Fournier's gangrene still dangerous?,yes,True,0,mortality_rate,numerical size,The observed mortality rate in the study group (5 deaths out of 14 patients).,5 out of 14 patients,1 out of 14 patients,True,yes,Fournier's gangrene remains a serious condition with high mortality despite treatment.,"The study reports a mortality rate of 5 out of 14 patients, indicating that Fournier's gangrene still has a significant impact on morbidity and mortality.",yes,Fournier's gangrene remains a serious condition with high mortality despite treatment.,"The study states that 'the mortality rate remains high' and reports one death out of 14 patients, indicating the disease is still dangerous.",False,True,"The observed mortality rate was changed from 5 out of 14 patients to 1 out of 14 patients, requiring a corresponding change in the number of survivors from 9 to 13.","Of the 14 patients, 5 died and 9 survived.","Of the 14 patients, 1 died and 13 survived.",[]
target_llama3_1_70b__aux_gemma4_e4b,46,19504993,It's Fournier's gangrene still dangerous?,yes,True,1,background_mortality_assessment,measured outcome,The general statement in the background that the mortality rate remains high despite treatment.,mortality rate remains high,mortality rate is low,True,yes,Fournier's gangrene remains a serious condition with high mortality despite treatment.,"The study reports a mortality rate of 5 out of 14 patients, indicating that Fournier's gangrene still has a significant impact on morbidity and mortality.",no,Fournier's gangrene is not considered dangerous as mortality rate is low.,"Despite antibiotics and aggressive debridement, the mortality rate of Fournier's gangrene is reported to be low in the abstract.",True,True,The background statement regarding the general prognosis of Fournier's gangrene was changed from stating that the mortality rate remains high to stating that the mortality rate is low.,the mortality rate remains high,the mortality rate is low,[]
target_llama3_1_70b__aux_gemma4_e4b,46,19504993,It's Fournier's gangrene still dangerous?,yes,True,2,sample_size,numerical size,The total number of patients reviewed in the retrospective study.,14 patients,140 patients,False,yes,Fournier's gangrene remains a serious condition with high mortality despite treatment.,"The study reports a mortality rate of 5 out of 14 patients, indicating that Fournier's gangrene still has a significant impact on morbidity and mortality.",yes,Fournier's gangrene remains a serious condition with high mortality despite treatment.,"The study reports a mortality rate of 50 out of 140 patients, indicating that Fournier's gangrene still has a significant impact on morbidity and mortality.",False,True,"The sample size was increased from 14 patients to 140 patients. Consequently, the reported outcomes were scaled proportionally: 5 deaths became 50 deaths, and 9 survivors became 90 survivors, maintaining the total sample size of 140.",14 patients... Of the 14 patients,140 patients... Of the 140 patients,[]
target_llama3_1_70b__aux_gemma4_e4b,54,25277731,Sternal fracture in growing children : A rare and often overlooked fracture?,maybe,False,0,rarity_of_fracture,other,The stated frequency or incidence of sternal fractures in childhood.,Rare,Common,True,yes,Sternal fractures in childhood are rare.,The background of the study states that sternal fractures in childhood are rare.,maybe,"Sternal fractures in childhood are common, but rare diseases is listed as a MeSH term.","The abstract states that sternal fractures in childhood are common, which contradicts the idea of it being rare, however, 'Rare Diseases' is also listed as a MeSH term.",True,True,Changed the stated frequency of sternal fractures in childhood from 'rare' to 'common'.,[BACKGROUND] Sternal fractures in childhood are rare.,[BACKGROUND] Sternal fractures in childhood are common.,[]
target_llama3_1_70b__aux_gemma4_e4b,54,25277731,Sternal fracture in growing children : A rare and often overlooked fracture?,maybe,False,1,age_group,disease or condition,The age group of the patients with sternal fractures.,Childhood (5-14 years),Adulthood (>18 years),False,yes,Sternal fractures in childhood are rare.,The background of the study states that sternal fractures in childhood are rare.,no,The study does not mention sternal fractures in growing children.,The retrieved PubMed abstract specifically mentions that the study investigated sternal fractures in adults aged >18 years.,True,True,"The age group of the patients with sternal fractures was changed from Childhood (5-14 years) to Adulthood (>18 years). Corresponding terms (e.g., 'childhood' to 'adulthood', 'children' to 'adults') were updated throughout the abstract for consistency.","childhood, 5-14 years, children, Child, Child, Preschool","adulthood, >18 years, adults",[]
target_llama3_1_70b__aux_gemma4_e4b,54,25277731,Sternal fracture in growing children : A rare and often overlooked fracture?,maybe,False,2,fracture_type,disease or condition,The specific type of fracture being discussed.,Sternal fractures,Rib fractures,True,yes,Sternal fractures in childhood are rare.,The background of the study states that sternal fractures in childhood are rare.,no,"The study does not mention sternal fractures, but rather rib fractures.","The retrieved PubMed abstract specifically discusses rib fractures in childhood, without mentioning sternal fractures.",True,True,The specific type of fracture discussed was changed from Sternal fractures to Rib fractures throughout the abstract and MeSH terms.,"Sternal fractures, sternal fractures, sternal fracture, Sternum","Rib fractures, rib fractures, rib fracture, Ribs",[]
target_llama3_1_70b__aux_gemma4_e4b,59,27491658,Can predilatation in transcatheter aortic valve implantation be omitted?,yes,True,0,statistical_significance_of_difference,statistical significance,Whether or not there were significant differences found between the group with predilatation and the group without predilatation.,No significant differences,Significant differences,True,yes,Predilatation can be omitted in transcatheter aortic valve implantation.,"The study found no significant differences between patients who underwent balloon predilatation and those who did not, regarding early hemodynamic results or complication rates.",yes,Predilatation can be omitted in transcatheter aortic valve implantation.,"The study found no significant differences between patients who underwent balloon predilatation and those who did not, suggesting that predilatation may not be necessary.",False,True,"The statistical finding was changed from 'no significant differences' to 'significant differences', indicating that the study found a measurable difference between the two groups regarding outcomes.",no significant differences,significant differences,[]
target_llama3_1_70b__aux_gemma4_e4b,59,27491658,Can predilatation in transcatheter aortic valve implantation be omitted?,yes,True,1,complication_rates,measured outcome,The comparison of complication rates between the two procedure groups.,No significant differences,"Significant difference (e.g., higher rates without predilatation)",True,yes,Predilatation can be omitted in transcatheter aortic valve implantation.,"The study found no significant differences between patients who underwent balloon predilatation and those who did not, regarding early hemodynamic results or complication rates.",maybe,Omitting predilatation is possible but may lead to differences in early hemodynamic results and complication rates.,"The study found significant differences between groups with and without balloon predilatation, suggesting that omitting it may have implications for patient outcomes.",True,True,"The finding regarding complication rates was changed from 'no significant differences' to 'significant differences,' indicating that omitting predilatation negatively impacted outcomes.",There were no significant differences between the groups regarding early hemodynamic results or complication rates.,There were significant differences between the groups regarding early hemodynamic results and complication rates.,[]
target_llama3_1_70b__aux_gemma4_e4b,59,27491658,Can predilatation in transcatheter aortic valve implantation be omitted?,yes,True,2,early_hemodynamic_results,measured outcome,The comparison of early hemodynamic results between the two procedure groups.,No significant differences,"Significant difference (e.g., worse results without predilatation)",True,yes,Predilatation can be omitted in transcatheter aortic valve implantation.,"The study found no significant differences between patients who underwent balloon predilatation and those who did not, regarding early hemodynamic results or complication rates.",no,Predilatation cannot be omitted in transcatheter aortic valve implantation.,"The study found significant differences between groups, with worse outcomes for patients where balloon predilatation was omitted.",True,True,The finding regarding early hemodynamic results was changed from 'no significant differences' to 'significant difference (worse results without predilatation)'.,There were no significant differences between the groups regarding early hemodynamic results or complication rates.,"There were significant differences between the groups regarding early hemodynamic results, with the omitted predilatation group showing worse outcomes.",[]
target_llama3_1_70b__aux_gemma4_e4b,71,18049437,Is there any relationship between streptococcal infection and multiple sclerosis?,yes,False,0,statistical_significance,statistical significance,The statistical evidence showing that the difference in ADNase B levels between the two groups is unlikely due to chance.,p<0.001,p>0.05,True,maybe,"There may be a relationship between streptococcal infection and multiple sclerosis, as indicated by higher ADNase B levels in MS patients.","The study found significantly higher ADNase B levels in patients with relapsing-remitting MS compared to healthy controls, suggesting a possible link between past group A streptococcal infection and MS.",no,There is no significant relationship between streptococcal infection and multiple sclerosis based on ASO and ADNase B levels.,"The study found that ASO and ADNase B levels in patients with MS were similar to those in healthy controls, indicating no significant association.",True,True,"The statistical significance level for ADNase B levels was changed from p<0.001 to p>0.05. To maintain internal consistency, the descriptive phrase 'significantly higher than' was changed to 'similar to those in the controls' because a p>0.05 indicates no statistically significant difference.","ADNase B levels in the patients with MS were found to be significantly higher than in the controls (p<0.001); however, ASO levels were similar in both groups.","ADNase B levels in the patients with MS were found to be similar to those in the controls (p>0.05); however, ASO levels were similar in both groups.",[]
target_llama3_1_70b__aux_gemma4_e4b,71,18049437,Is there any relationship between streptococcal infection and multiple sclerosis?,yes,False,1,adnase_b_levels,measured outcome,The measured level of the biomarker ADNase B in the MS patients compared to controls.,Significantly higher in MS patients,Similar to controls,True,maybe,"There may be a relationship between streptococcal infection and multiple sclerosis, as indicated by higher ADNase B levels in MS patients.","The study found significantly higher ADNase B levels in patients with relapsing-remitting MS compared to healthy controls, suggesting a possible link between past group A streptococcal infection and MS.",no,There is no significant relationship between streptococcal infection and multiple sclerosis based on ASO and ADNase B levels.,"The study found that both ASO and ADNase B levels in patients with MS were similar to those of healthy controls, indicating no significant association.",True,True,"The reported finding regarding ADNase B levels in MS patients was changed from 'significantly higher' to 'similar to controls', adjusting the statistical phrasing accordingly.",ADNase B levels in the patients with MS were found to be significantly higher than in the controls (p<0.001),ADNase B levels in the patients with MS were found to be similar to the controls (p>0.05),[]
target_llama3_1_70b__aux_gemma4_e4b,71,18049437,Is there any relationship between streptococcal infection and multiple sclerosis?,yes,False,2,comparison_group,comparison group,The group used as a baseline for comparison to the MS patients.,Healthy blood donors,Patients with other inflammatory conditions,True,maybe,"There may be a relationship between streptococcal infection and multiple sclerosis, as indicated by higher ADNase B levels in MS patients.","The study found significantly higher ADNase B levels in patients with relapsing-remitting MS compared to healthy controls, suggesting a possible link between past group A streptococcal infection and MS.",maybe,"There may be a relationship between streptococcal infection and multiple sclerosis, as indicated by higher ADNase B levels in MS patients.","The study found significantly higher ADNase B levels in patients with relapsing-remitting MS compared to controls, suggesting a possible link between past group A streptococcal infection and MS.",False,True,The comparison group used in the study was changed from 'Healthy blood donors' to 'Patients with other inflammatory conditions'.,and 21 healthy blood donors,and 21 patients with other inflammatory conditions,[]
target_llama3_1_70b__aux_gemma4_e4b,86,11570976,Is it Crohn's disease?,maybe,False,0,primary_diagnosis,disease or condition,The primary diagnosis stated for the patient in the case presentation.,rheumatoid arthritis,Crohn's disease,True,no,The patient's condition is not primarily Crohn's disease.,"Although Crohn Disease is listed as a MeSH term, the case presentation specifically states that the patient has rheumatoid arthritis.",yes,The patient has Crohn's disease.,"According to the case presentation, a severe systemic reaction to sulfasalazine developed in a 21-year-old female with Crohn's disease.",True,True,The primary diagnosis of the patient in the case presentation was changed from rheumatoid arthritis to Crohn's disease.,rheumatoid arthritis,Crohn's disease,[]
target_llama3_1_70b__aux_gemma4_e4b,86,11570976,Is it Crohn's disease?,maybe,False,1,symptom_manifestation,disease or condition,"The specific gastrointestinal symptom observed, which is characteristic of IBD.",granulomatous enteritis,simple enteritis,False,no,The patient's condition is not primarily Crohn's disease.,"Although Crohn Disease is listed as a MeSH term, the case presentation specifically states that the patient has rheumatoid arthritis.",no,The patient's condition is not primarily Crohn's disease.,"Although Crohn Disease is listed as a MeSH term, the case presentation specifically mentions rheumatoid arthritis and various systemic reactions to sulfasalazine, without indicating that Crohn's disease is the primary condition being treated or discussed.",False,True,The specific gastrointestinal symptom observed (symptom_manifestation) was changed from 'granulomatous enteritis' to 'simple enteritis'.,granulomatous enteritis,simple enteritis,[]
target_llama3_1_70b__aux_gemma4_e4b,86,11570976,Is it Crohn's disease?,maybe,False,2,diagnosis_source,other,Whether the diagnosis is stated in the narrative case presentation or listed only in the MeSH terms.,stated in case presentation (RA),listed only in MeSH terms,True,no,The patient's condition is not primarily Crohn's disease.,"Although Crohn Disease is listed as a MeSH term, the case presentation specifically states that the patient has rheumatoid arthritis.",no,The patient's condition is not explicitly stated as Crohn's disease.,"Although Crohn Disease is listed as a MeSH term, it is not mentioned in the case presentation or background as the patient's diagnosis.",False,True,"The explicit mention of the patient's primary diagnosis (rheumatoid arthritis) was removed from the [CASE PRESENTATION] section, ensuring that the diagnosis is now only listed in the MeSH terms.",with rheumatoid arthritis,,[]
target_llama3_1_70b__aux_gemma4_e4b,95,23076787,Can increases in the cigarette tax rate be linked to cigarette retail prices?,no,True,0,stma_policy_authority,comparison group,The ability of the Chinese State Tobacco Monopoly Administration (STMA) to intervene and mandate that retail prices remain unchanged despite tax changes.,Used its policy authority to ensure that retail cigarette prices did not change.,Did not use its policy authority (or was unable to).,True,no,Increases in cigarette tax rate do not necessarily lead to higher retail prices.,The Chinese STMA used its policy authority to ensure that retail cigarette prices did not change despite a 2009 excise tax increase.,no,Increases in cigarette tax rate do not necessarily translate to higher retail prices.,"The 2009 excise tax increase on cigarettes in China did not result in higher retail prices, despite the government collecting more tax revenue and the tobacco industry experiencing lower profits.",False,True,The explanation for why the tax increase did not translate into higher retail prices was changed from successful intervention by the STMA to a failure or inability of the STMA to intervene.,because the Chinese STMA used its policy authority to ensure that retail cigarette prices did not change.,because the Chinese STMA did not use its policy authority (or was unable to).,[]
target_llama3_1_70b__aux_gemma4_e4b,95,23076787,Can increases in the cigarette tax rate be linked to cigarette retail prices?,no,True,1,country_location,other,The specific country (China) and its unique regulatory framework governing tobacco pricing and taxation.,China,"A country with different regulatory mechanisms (e.g., the United States or EU).",True,no,Increases in cigarette tax rate do not necessarily lead to higher retail prices.,The Chinese STMA used its policy authority to ensure that retail cigarette prices did not change despite a 2009 excise tax increase.,no,Increases in cigarette tax rate do not necessarily lead to higher retail prices.,The 2009 excise tax increase on cigarettes did not translate into higher retail prices due to the national regulatory body's policy authority.,False,True,"The country location (China) and its specific regulatory body (STMA) were replaced with a generalized, different regulatory environment (the United States and the national regulatory body) to maintain internal consistency while changing the geographical focus.","China's cigarette pricing mechanism and the role of the Chinese State Tobacco Monopoly Administration (STMA) on cigarette pricing and taxation. Published government tobacco tax documentation and statistics published by the Chinese STMA are used to analyse the interrelations among industry profits, taxes and retail price of cigarettes in China. The 2009 excise tax increase on cigarettes in China has not translated into higher retail prices because the Chinese STMA used its policy authority to ensure that retail cigarette prices did not change. The government tax increase is being collected at both the producer and wholesale levels. As a result, the 2009 excise tax increase in China has resulted in higher tax revenue for the government and lower profits for the tobacco industry, with no increase in the retail price of cigarettes for consumers. MeSH terms: China","the United States' cigarette pricing mechanism and the role of the national regulatory body on cigarette pricing and taxation. Published government tobacco tax documentation and statistics published by the national regulatory body are used to analyse the interrelations among industry profits, taxes and retail price of cigarettes in the United States. The 2009 excise tax increase on cigarettes in the United States has not translated into higher retail prices because the national regulatory body used its policy authority to ensure that retail cigarette prices did not change. The government tax increase is being collected at both the producer and wholesale levels. As a result, the 2009 excise tax increase in the United States has resulted in higher tax revenue for the government and lower profits for the tobacco industry, with no increase in the retail price of cigarettes for consumers. MeSH terms: United States",[]
target_llama3_1_70b__aux_gemma4_e4b,95,23076787,Can increases in the cigarette tax rate be linked to cigarette retail prices?,no,True,2,tax_collection_level,other,The level at which the government tax increase is collected (producer and wholesale levels).,Collected at both the producer and wholesale levels.,Collected solely at the retail level.,True,no,Increases in cigarette tax rate do not necessarily lead to higher retail prices.,The Chinese STMA used its policy authority to ensure that retail cigarette prices did not change despite a 2009 excise tax increase.,no,Increases in cigarette tax rate do not necessarily lead to higher retail prices.,"The Chinese STMA can use its policy authority to maintain retail prices despite tax increases, as seen with the 2009 excise tax increase.",False,True,The tax collection level was changed from 'Collected at both the producer and wholesale levels' to 'Collected solely at the retail level'.,The government tax increase is being collected at both the producer and wholesale levels.,The government tax increase is being collected solely at the retail level.,[]
target_llama3_1_70b__aux_gemma4_e4b,118,19106867,"The Main Gate Syndrome: a new format in mass-casualty victim ""surge"" management?",yes,False,0,main_gate_syndrome,disease or condition,The specific syndrome or condition being questioned regarding its use in mass casualty management.,Not mentioned,Mentioned and described as a new format,True,no,The Main Gate Syndrome is not mentioned as a new format in mass-casualty victim 'surge' management.,There is no mention of the Main Gate Syndrome in the provided abstract context.,yes,The Main Gate Syndrome is a new framework for managing mass-casualty victim surge.,"According to the introduction, recent suicide bombings necessitate new frameworks such as the Main Gate Syndrome for Trauma Centers.",True,True,The Introduction was modified to introduce 'Main Gate Syndrome' as a necessary new framework for managing mass casualty incidents.,Recent suicide bombings pose the novel problem for Trauma Centers of the massive simultaneous arrival of many gravely wounded patients.,"Recent suicide bombings pose the novel problem for Trauma Centers of the massive simultaneous arrival of many gravely wounded patients, necessitating new frameworks such as the Main Gate Syndrome.",[]
target_llama3_1_70b__aux_gemma4_e4b,118,19106867,"The Main Gate Syndrome: a new format in mass-casualty victim ""surge"" management?",yes,False,1,type_of_trauma_event,other,"The specific type of mass casualty incident that occurred, which dictates the required management protocols.",Suicide bombings/Wave of suicide bombings,"Natural disaster (e.g., earthquake)",False,no,The Main Gate Syndrome is not mentioned as a new format in mass-casualty victim 'surge' management.,There is no mention of the Main Gate Syndrome in the provided abstract context.,no,The Main Gate Syndrome is not mentioned as a new format in mass-casualty victim 'surge' management.,There is no mention of the Main Gate Syndrome in the provided abstract context.,False,True,"The type of mass casualty event was changed from 'Suicide bombings/Wave of suicide bombings' to 'Natural disaster (e.g., earthquake)' throughout the abstract context.",Recent suicide bombings... during the wave of suicide bombings,Recent natural disasters... during a natural disaster,[]
target_llama3_1_70b__aux_gemma4_e4b,118,19106867,"The Main Gate Syndrome: a new format in mass-casualty victim ""surge"" management?",yes,False,2,management_format_status,other,Whether the syndrome is presented as a new or established management format.,Not mentioned (Implied standard care),Explicitly described as a new format,False,no,The Main Gate Syndrome is not mentioned as a new format in mass-casualty victim 'surge' management.,There is no mention of the Main Gate Syndrome in the provided abstract context.,no,The Main Gate Syndrome is not mentioned as a new format in mass-casualty victim 'surge' management.,"The abstract does not mention The Main Gate Syndrome, but rather refers to the need for a new management format for the associated syndrome due to recent suicide bombings.",False,True,"The introduction was minimally edited to explicitly state that the management of the syndrome is a new format, rather than implying standard care.",Recent suicide bombings pose the novel problem for Trauma Centers of the massive simultaneous arrival of many gravely wounded patients.,"Recent suicide bombings pose the novel problem for Trauma Centers of the massive simultaneous arrival of many gravely wounded patients, requiring a new management format for the associated syndrome.",[]
