run_name,sample_idx,sample_id,question,gold_label,original_answer_correct,concept_i,concept,category,description,current_value,alternative_value,mentioned_in_explanation,original_answer_label,original_answer,original_explanation,counterfactual_answer_label,counterfactual_answer,counterfactual_explanation,answer_changed,counterfactual_context_changed,change_summary,changed_span_original,changed_span_counterfactual,cf_generation_warnings
target_deepseek_r1_32b__aux_gemma4_e4b,32,9645785,Is a mandatory general surgery rotation necessary in the surgical clerkship?,no,True,2,specific_outcome_parameter,measured outcome,"The specific assessment method or outcome that was measured (e.g., OSCE, written exam).",any parameter,Objective Structured Clinical Examination (OSCE),False,no,A mandatory general surgery rotation is not necessary.,The study showed no differences in outcomes between students who did and did not include general surgery rotations.,no,A mandatory general surgery rotation is not necessary.,"The study showed no differences in scores between students with and without general surgery rotations, suggesting equal mastery can be achieved.",False,True,The list of assessment methods in the Methods section was narrowed to focus solely on the Objective Structured Clinical Examination (OSCE).,"written examination, objective structured clinical examination (OSCE), ward evaluations, self-assessment objectives questionnaire, and satisfaction survey.",Objective Structured Clinical Examination (OSCE).,[]
target_deepseek_r1_32b__aux_gemma4_e4b,46,19504993,It's Fournier's gangrene still dangerous?,yes,True,0,mortality_rate,measured outcome,The proportion of patients who died from Fournier's gangrene.,5 out of 14 patients (high),1 out of 14 patients (low),True,yes,"Yes, Fournier's gangrene is still dangerous.","The abstract indicates that despite treatments like antibiotics and aggressive debridement, the mortality rate remains high, with 5 out of 14 patients dying.",yes,"Yes, Fournier's gangrene remains dangerous.","The abstract indicates that despite treatments like antibiotics and aggressive debridement, the mortality rate for Fournier's gangrene remains high.",False,True,"The reported number of deaths and survivors was changed from 5/9 to 1/13, reflecting a lower mortality rate.",5 died and 9 survived.,1 died and 13 survived.,[]
target_deepseek_r1_32b__aux_gemma4_e4b,46,19504993,It's Fournier's gangrene still dangerous?,yes,True,1,treatment_type,other,The standard treatments used for Fournier's gangrene.,antibiotics and aggressive debridement,novel immunotherapy,True,yes,"Yes, Fournier's gangrene is still dangerous.","The abstract indicates that despite treatments like antibiotics and aggressive debridement, the mortality rate remains high, with 5 out of 14 patients dying.",yes,"Yes, Fournier's gangrene is still dangerous.","The abstract indicates that despite novel immunotherapy, the mortality rate remains high at approximately 36% among treated patients.",False,True,"The standard treatments used for Fournier's gangrene were changed from ""antibiotics and aggressive debridement"" to ""novel immunotherapy"".",antibiotics and aggressive debridement,novel immunotherapy,[]
target_deepseek_r1_32b__aux_gemma4_e4b,46,19504993,It's Fournier's gangrene still dangerous?,yes,True,2,patient_count,numerical size,The total number of patients included in the retrospective review.,14 patients,140 patients,True,yes,"Yes, Fournier's gangrene is still dangerous.","The abstract indicates that despite treatments like antibiotics and aggressive debridement, the mortality rate remains high, with 5 out of 14 patients dying.",yes,"Yes, Fournier's gangrene is still dangerous.","The abstract indicates that despite treatment with antibiotics and aggressive debridement, the mortality rate for Fournier's gangrene remains high at approximately 36%.",False,True,"The total number of patients reviewed was increased from 14 to 140. To maintain internal consistency, the reported outcomes were adjusted proportionally: 5 deaths and 9 survivors were changed to 50 deaths and 90 survivors.",14 patients,140 patients,[]
target_deepseek_r1_32b__aux_gemma4_e4b,54,25277731,Sternal fracture in growing children : A rare and often overlooked fracture?,maybe,False,0,total_number_of_cases,numerical size,The total number of children with sternal fractures recorded during the study period.,4 children,40 children,True,yes,"Yes, sternal fractures in growing children are rare.","The abstract states that sternal fractures in childhood are rare, with only four cases recorded over two years.",yes,"Yes, sternal fractures in growing children are rare and often overlooked.","The study explicitly states that sternal fractures in childhood are rare, supporting the idea they might be overlooked.",False,True,The total number of children with sternal fractures was increased from 4 to 40. The subsequent breakdown of hospitalized (2 -> 20) and outpatient (2 -> 20) cases was proportionally adjusted to maintain internal consistency (20 + 20 = 40).,"A total of 4 children aged 5-14 years with a sternal fracture were treated in 2 years, 2 children were hospitalized for pain management and 2 remained in outpatient care.","A total of 40 children aged 5-14 years with a sternal fracture were treated in 2 years, 20 children were hospitalized for pain management and 20 remained in outpatient care.",[]
target_deepseek_r1_32b__aux_gemma4_e4b,54,25277731,Sternal fracture in growing children : A rare and often overlooked fracture?,maybe,False,1,study_duration,follow-up duration,The time period over which the sternal fractures were recorded.,2 years,10 years,True,yes,"Yes, sternal fractures in growing children are rare.","The abstract states that sternal fractures in childhood are rare, with only four cases recorded over two years.",yes,"Yes, sternal fractures in growing children are rare.","The abstract states that sternal fractures in childhood are rare, with only four cases recorded over a ten-year period.",False,True,The study duration (time period over which the sternal fractures were recorded) was changed from 2 years to 10 years.,2 years,10 years,[]
target_deepseek_r1_32b__aux_gemma4_e4b,54,25277731,Sternal fracture in growing children : A rare and often overlooked fracture?,maybe,False,2,age_range,comparison group,The specific age group of the children included in the study.,5-14 years,0-25 years,False,yes,"Yes, sternal fractures in growing children are rare.","The abstract states that sternal fractures in childhood are rare, with only four cases recorded over two years.",yes,"Yes, sternal fractures in growing children are rare.","The abstract states that sternal fractures in childhood are rare, with only four cases treated over two years.",False,True,The age range of the children included in the study was expanded from 5-14 years to 0-25 years.,5-14 years,0-25 years,[]
target_deepseek_r1_32b__aux_gemma4_e4b,59,27491658,Can predilatation in transcatheter aortic valve implantation be omitted?,yes,True,0,statistical_significance_of_differences,statistical significance,Whether or not there are significant differences in outcomes between the group with predilatation and the group without predilatation.,No significant differences,"Significant differences (e.g., higher complication rates without predilatation)",True,yes,"Yes, predilatation can be omitted in transcatheter aortic valve implantation.",The study found no significant differences between groups with and without balloon predilatation regarding early hemodynamic results or complication rates.,no,Predilatation cannot be omitted in transcatheter aortic valve implantation.,"The study found higher complication rates when balloon predilatation was omitted, indicating it is necessary.",True,True,"The finding of statistical significance was reversed from 'no significant differences' to 'significant differences', specifically noting increased complication rates in the group without predilatation.",There were no significant differences between the groups regarding early hemodynamic results or complication rates.,"There were significant differences between the groups, notably showing higher complication rates in the group where predilatation was omitted.",[]
target_deepseek_r1_32b__aux_gemma4_e4b,59,27491658,Can predilatation in transcatheter aortic valve implantation be omitted?,yes,True,1,complication_rates,measured outcome,The rate of complications observed in the two study groups.,No significant differences,Significantly higher complication rates in the group without predilatation,True,yes,"Yes, predilatation can be omitted in transcatheter aortic valve implantation.",The study found no significant differences between groups with and without balloon predilatation regarding early hemodynamic results or complication rates.,no,Predilatation in TAVI cannot be omitted.,"The study found higher complication rates when balloon predilatation was omitted, indicating its necessity.",True,True,The finding regarding complication rates was changed from 'no significant differences' to 'significantly higher complication rates in the group without predilatation'.,There were no significant differences between the groups regarding early hemodynamic results or complication rates.,"There were significant differences between the groups regarding complication rates, with the group without predilatation having significantly higher complication rates.",[]
target_deepseek_r1_32b__aux_gemma4_e4b,59,27491658,Can predilatation in transcatheter aortic valve implantation be omitted?,yes,True,2,early_hemodynamic_results,measured outcome,The immediate hemodynamic outcomes measured after the procedure in the two study groups.,No significant differences,Significantly worse hemodynamic results in the group without predilatation,True,yes,"Yes, predilatation can be omitted in transcatheter aortic valve implantation.",The study found no significant differences between groups with and without balloon predilatation regarding early hemodynamic results or complication rates.,no,Predilatation cannot be omitted in transcatheter aortic valve implantation.,The study found that omitting balloon predilatation resulted in significantly worse hemodynamic outcomes without any significant reduction in complications.,True,True,The finding regarding early hemodynamic results was changed from 'No significant differences' to 'Significantly worse hemodynamic results in the group without predilatation'.,There were no significant differences between the groups regarding early hemodynamic results or complication rates.,"There were significantly worse hemodynamic results in the group without predilatation compared to the standard procedure, and no significant differences regarding complication rates.",[]
target_deepseek_r1_32b__aux_gemma4_e4b,71,18049437,Is there any relationship between streptococcal infection and multiple sclerosis?,yes,True,0,adnase_b_levels,measured outcome,The measured level of the enzyme ADNase B in the patient group compared to controls.,Significantly higher in MS patients than controls,Similar to controls,True,yes,"Yes, there is a relationship.","MS patients had significantly higher ADNase B levels than controls, suggesting a possible association with streptococcal infection.",no,There is no relationship between streptococcal infection and multiple sclerosis.,"The study found that ASO and ADNase B levels were similar in both MS patients and controls, indicating no significant association.",True,True,The reported level of ADNase B in MS patients was changed from 'significantly higher than in the controls' to 'similar to controls'.,ADNase B levels in the patients with MS were found to be significantly higher than in the controls (p<0.001),ADNase B levels in the patients with MS were found to be similar to controls,[]
target_deepseek_r1_32b__aux_gemma4_e4b,71,18049437,Is there any relationship between streptococcal infection and multiple sclerosis?,yes,True,1,statistical_significance,statistical significance,The statistical measure indicating the difference between the MS group and the control group.,p < 0.001,p > 0.05 (not significant),True,yes,"Yes, there is a relationship.","MS patients had significantly higher ADNase B levels than controls, suggesting a possible association with streptococcal infection.",no,There is no significant relationship found between streptococcal infection and multiple sclerosis.,"The study measured antibodies against streptococcal components in MS patients and controls, finding no significant differences, suggesting no link.",True,True,The statistical significance of the difference in ADNase B levels between the MS group and the control group was changed from highly significant (p < 0.001) to not significant (p > 0.05). The descriptive wording ('significantly higher') was minimally adjusted to 'similar to those in the controls' to maintain internal consistency with the new non-significant finding.,ADNase B levels in the patients with MS were found to be significantly higher than in the controls (p<0.001),"ADNase B levels in the patients with MS were found to be similar to those in the controls (p > 0.05, not significant)",[]
target_deepseek_r1_32b__aux_gemma4_e4b,71,18049437,Is there any relationship between streptococcal infection and multiple sclerosis?,yes,True,2,control_group_status,comparison group,The health status of the comparison group used in the study.,Healthy blood donors,Patients with another autoimmune condition,True,yes,"Yes, there is a relationship.","MS patients had significantly higher ADNase B levels than controls, suggesting a possible association with streptococcal infection.",maybe,There may be a relationship between streptococcal infection and multiple sclerosis.,"The study found significantly higher ADNase B levels in MS patients compared to controls, suggesting possible exposure to Streptococcus pyogenes.",True,True,The comparison group (control group) was changed from healthy blood donors to patients with another autoimmune condition.,and 21 healthy blood donors,and 21 patients with another autoimmune condition,[]
target_deepseek_r1_32b__aux_gemma4_e4b,86,11570976,Is it Crohn's disease?,maybe,True,0,primary_diagnosis,disease or condition,The established diagnosis of the patient in the case presentation.,rheumatoid arthritis,crohn's disease,True,maybe,It might be related to Crohn's disease.,"The abstract mentions Crohn Disease in the MeSH terms, suggesting it is relevant, but the case involves a patient with rheumatoid arthritis without explicit confirmation of Crohn's.",yes,"Yes, the case involves a patient with Crohn's disease.",The PubMed abstract explicitly mentions a 21-year-old female with Crohn's disease who experienced severe systemic reactions to sulfasalazine.,True,True,The primary diagnosis of the patient was changed from rheumatoid arthritis to crohn's disease.,rheumatoid arthritis,crohn's disease,[]
target_deepseek_r1_32b__aux_gemma4_e4b,86,11570976,Is it Crohn's disease?,maybe,True,1,mesh_term_crohns_disease,other,The inclusion of Crohn's disease in the MeSH terms.,present,absent,True,maybe,It might be related to Crohn's disease.,"The abstract mentions Crohn Disease in the MeSH terms, suggesting it is relevant, but the case involves a patient with rheumatoid arthritis without explicit confirmation of Crohn's.",no,"No, the case does not involve Crohn's disease.","The patient has rheumatoid arthritis and experienced severe systemic reactions to sulfasalazine, but there is no mention of Crohn's disease.",True,True,"The MeSH term 'Crohn Disease' was removed, indicating that the concept is absent from the context.",Crohn Disease,,[]
target_deepseek_r1_32b__aux_gemma4_e4b,86,11570976,Is it Crohn's disease?,maybe,True,2,granulomatous_enteritis,measured outcome,The specific gastrointestinal finding observed in the patient.,present,absent,False,maybe,It might be related to Crohn's disease.,"The abstract mentions Crohn Disease in the MeSH terms, suggesting it is relevant, but the case involves a patient with rheumatoid arthritis without explicit confirmation of Crohn's.",no,"No, the patient has rheumatoid arthritis, not Crohn's disease.","The abstract describes a patient with rheumatoid arthritis experiencing severe reactions to sulfasalazine. While Crohn Disease is listed as a MeSH term, it is not mentioned in the case presentation.",True,True,"The specific gastrointestinal finding, granulomatous enteritis, was changed from present to absent in the patient's characteristic findings.",granulomatous enteritis,,[]
target_deepseek_r1_32b__aux_gemma4_e4b,95,23076787,Can increases in the cigarette tax rate be linked to cigarette retail prices?,no,True,0,excise_tax_increase_year,other,The specific year of the excise tax increase discussed in the context.,2009,2015,True,no,Increases in the cigarette tax rate are not linked to cigarette retail prices.,The 2009 excise tax increase did not translate into higher retail prices as the STMA kept them unchanged.,no,Increases in cigarette tax rates are not linked to higher cigarette retail prices.,"Despite a 2015 excise tax increase, the Chinese STMA ensured that retail cigarette prices remained unchanged.",False,True,The year of the excise tax increase was changed from 2009 to 2015 throughout the results section.,2009,2015,[]
target_deepseek_r1_32b__aux_gemma4_e4b,95,23076787,Can increases in the cigarette tax rate be linked to cigarette retail prices?,no,True,1,stma_regulatory_control,other,The ability of the Chinese STMA to use its policy authority to prevent retail price increases despite tax hikes.,STMA used its policy authority to ensure prices did not change,STMA did not intervene/could not control prices,True,no,Increases in the cigarette tax rate are not linked to cigarette retail prices.,The 2009 excise tax increase did not translate into higher retail prices as the STMA kept them unchanged.,yes,"Yes, increases in the cigarette tax rate can be linked to cigarette retail prices.",The 2009 excise tax increase resulted in higher retail prices because the STMA did not intervene or control prices.,True,True,"The abstract was changed to reflect a scenario where the STMA failed to regulate prices following a tax hike, causing the tax increase to translate into higher consumer prices.",because the Chinese STMA used its policy authority to ensure that retail cigarette prices did not change. ... with no increase in the retail price of cigarettes for consumers.,because the Chinese STMA did not intervene/could not control prices. ... with an increase in the retail price of cigarettes for consumers.,[]
target_deepseek_r1_32b__aux_gemma4_e4b,95,23076787,Can increases in the cigarette tax rate be linked to cigarette retail prices?,no,True,2,retail_price_change,measured outcome,Whether the retail price of cigarettes increased following the tax hike.,No increase in the retail price of cigarettes for consumers,Retail price increased proportionally to the tax hike,True,no,Increases in the cigarette tax rate are not linked to cigarette retail prices.,The 2009 excise tax increase did not translate into higher retail prices as the STMA kept them unchanged.,yes,"Yes, increases in cigarette tax rates can be linked to higher cigarette retail prices.",The 2009 excise tax increase resulted in higher retail prices as the tax was collected at both producer and wholesale levels.,True,True,"The abstract was changed to reflect that the retail price of cigarettes did increase proportionally to the tax hike, reversing the original finding that the STMA prevented any price change.","The 2009 excise tax increase on cigarettes in China has not translated into higher retail prices because the Chinese STMA used its policy authority to ensure that retail cigarette prices did not change. The government tax increase is being collected at both the producer and wholesale levels. As a result, the 2009 excise tax increase in China has resulted in higher tax revenue for the government and lower profits for the tobacco industry, with no increase in the retail price of cigarettes for consumers.","The 2009 excise tax increase on cigarettes in China translated into higher retail prices, as the government tax increase was collected at both the producer and wholesale levels. As a result, the 2009 excise tax increase in China has resulted in higher tax revenue for the government and lower profits for the tobacco industry, with the retail price increasing proportionally to the tax hike.",[]
target_deepseek_r1_32b__aux_gemma4_e4b,118,19106867,"The Main Gate Syndrome: a new format in mass-casualty victim ""surge"" management?",yes,False,0,main_gate_syndrome,disease or condition,The specific syndrome being questioned in the prompt.,Not mentioned,Mentioned and discussed,True,no,"No, the abstract does not introduce or discuss the Main Gate Syndrome.",The abstract focuses on triage and surgical management of casualties from suicide bombings but does not mention the Main Gate Syndrome.,yes,"Yes, Main Gate Syndrome represents a new format in managing mass-casualty surges.","The abstract describes Main Gate Syndrome as a novel problem due to simultaneous arrivals of severely injured patients from suicide bombings, indicating a new approach to surge management.",True,True,The concept 'main_gate_syndrome' was introduced into the Introduction section to reflect that it is now a key focus of the trauma management problem.,Recent suicide bombings pose the novel problem for Trauma Centers of the massive simultaneous arrival of many gravely wounded patients.,"Recent suicide bombings pose the novel problem for Trauma Centers, particularly concerning Main Gate Syndrome, due to the massive simultaneous arrival of many gravely wounded patients.",[]
target_deepseek_r1_32b__aux_gemma4_e4b,118,19106867,"The Main Gate Syndrome: a new format in mass-casualty victim ""surge"" management?",yes,False,1,type_of_incident,other,The cause of the mass casualty incident.,Suicide bombings,"Natural disaster (e.g., earthquake)",True,no,"No, the abstract does not introduce or discuss the Main Gate Syndrome.",The abstract focuses on triage and surgical management of casualties from suicide bombings but does not mention the Main Gate Syndrome.,no,"No, the Main Gate Syndrome is not mentioned as a new format in the context.",The abstract discusses triage and management of casualties during an earthquake but does not reference 'Main Gate Syndrome.',False,True,"The cause of the mass casualty incident was changed from 'Suicide bombings' to 'Natural disaster (e.g., earthquake)' in the Introduction, Methods, and MeSH terms.",suicide bombings,"natural disaster (e.g., earthquake)",[]
target_deepseek_r1_32b__aux_gemma4_e4b,118,19106867,"The Main Gate Syndrome: a new format in mass-casualty victim ""surge"" management?",yes,False,2,management_focus,other,The primary medical focus of the reported experience.,Triage and surgical management,Novel trauma protocol implementation,True,no,"No, the abstract does not introduce or discuss the Main Gate Syndrome.",The abstract focuses on triage and surgical management of casualties from suicide bombings but does not mention the Main Gate Syndrome.,no,"No, the abstract does not mention Main Gate Syndrome.",The abstract describes a novel trauma protocol implemented during mass casualty incidents but does not reference Main Gate Syndrome.,False,True,"The description of the initial medical actions in the RESULTS section was changed from listing specific procedures (triage and surgical triage) to stating that a 'novel trauma protocol' was implemented, thereby shifting the primary focus from the specific medical actions to the systemic implementation of a new protocol.",A first triage was carried out by the U S Army Level I group prior to evacuation. A second surgical triage was carried out with systematic ultrasound exam.,"A novel trauma protocol was implemented, involving a first triage carried out by the U S Army Level I group prior to evacuation and a second surgical triage with systematic ultrasound exam.",[]
